review,score,aplikasi
"untung ada toko oren, lg urgen2nya. beli paket data ""system bermasalah"". mau belanja buat alamat baru "" tidak ditemukan lokasi"" padahal pilihan klik ada lokasinya. smenjak kolab tiktok, karyawan di phk, semua yg kerja robot. andai ditipu ikhlas saja sudah. mending fokus ke salah satu saja untuk tokped. tiktok atau tokped",1,Tokopedia
mantap,5,Tokopedia
"saya sekarang tidak merekomendasikan kalo mau beli di marketplace Tokopedia karena saya dirugikan dari barang lcd saya beli di Tokopedia barang rusak saya pengembalian dana ajukan pengembalian dana malah tokopedia mengembalikan dananya alias uang saya ke penjual yang jelas jelas penipuan,jadi saya rugi barang dan uang juga tapi Tokopedia tidak sama sekali kasih kompensasi sama sekali saya sangat amat kecewa kalo bisa jangan pakai Tokopedia lagi karena aplikasi penipu.😡😡😡",1,Tokopedia
"Pilihan lain berbelanja selain di toko dan mall, lengkap pilihannya, tetapi sayang sekali sekarang sudah jarang gratis ongkir dan harus langganan, tidak seperti toko online lainnya",4,Tokopedia
saya sangat kecewa karena tidak bisa cod untuk developer tolong dibanyakin cod nya pliss,1,Tokopedia
sangat menarik untuk bekerja,5,Tokopedia
"Woi... TOKOPEDIA... KASIH PILIHAN KURIR SAMA PALANGGAN, AGAR PELANGGAN BISA PAKAI KURIR YANG SESUAI KEINGINAN PELANGGAN, KURIR BERMOTTO EXPRESS, TETAPI KENYATAAN LAMBAT. CARA MU MEMBUAT RANTING APP MU JADI JELEK",1,Tokopedia
good,5,Tokopedia
cepat sekali,5,Tokopedia
"mantul, membantu pisan",5,Tokopedia
"buat chat penjual ngelag, buat ulas produk ngelag, dan sering muncul kata ""ada gangguan di rumah tokped"". mohon diperbaiki segera. terima kasih🙏",3,Tokopedia
"mau beli suatu produk di aplikasi langsung ga bisa, padahal dulu bisa, disuruh ke web, tapi di web ga bisa pake semua vocer, bahkan vocer gratis ongkir pun ga bisa, aneh !!!!! klo mau nyuruh buyer beli pake web, kasih juga semua vocer2 nya, aktifin, jangan cuma bisa aktif klo lewat aplikasi, sedangkan di aplikas ga bisa keluar barang nya, gimana sih mau nya, ga jelaa banget !!!! eneg banget gw lama2 ama ni toko, ga ada bagus2 nya !!! ga pernah sadar diri dan ga pernah mau upgrade aplikasi !!!!!",1,Tokopedia
Gangguan di rumah Tokped,4,Tokopedia
sangat baik,5,Tokopedia
puas,5,Tokopedia
baik,5,Tokopedia
harga kadang mahal gak sesuai dengan diskon,3,Tokopedia
mantapp,5,Tokopedia
saya senang belanja di toko pedia,5,Tokopedia
sangat bangus dan amanah kurirnya ramah dan sesuai dengan pesananya,5,Tokopedia
ok,5,Tokopedia
"Tolong banget kalau update jangan ganti letak icon dll, kita jadi bingung mau cari ini itu soalnya pindah, saya mau cari saldo tokopedia untuk penarikan dana harus buka semua icon, karna tidak muncul di halaman profil lagi...",2,Tokopedia
bagus,5,Tokopedia
"parah si Tokopedia penarikan saldo Refund sudah 4 hari belom di cairkan ke saldo gopay, padahal keterangan 1x24 jam ini sudah lebih dari 1x24 jam masih tahap pengecekan parah si",1,Tokopedia
semoga sukses selalu untuk selamanya.,5,Tokopedia
Tokopedia update terbaru payah. pengguna baru yang di papua ga bisa masukkan alamat dan otomatis menemukan alamat di jakarta.,2,Tokopedia
"Bagus,cocok sekali, toped mantap pokoknya..",5,Tokopedia
Produknya cukup bagus,5,Tokopedia
bagus,5,Tokopedia
Sebagai pengguna tokped sekarang buka aplikasi aja lemot tidak seperti dulu.,1,Tokopedia
bagus,5,Tokopedia
bagus,5,Tokopedia
good aplikasi ny,5,Tokopedia
"Tokopedia akhir akhir ini kenapa ya Fitur fitur nya tidak bisa dibuka contoh seperti ketika ingin mengubah metode pembayaran dibuka lihat semua tidak bisa ingin membuka riwayat komplain juga tidak bisa ingin membuka Tokopedia later juga tidak bisa saya kira karena belum update, ternyta setelah di update tetap saja tidak bisa sebenarnya ada apa dengan Tokopedia ini",2,Tokopedia
mantap,3,Tokopedia
"gampang , mudah berbelanja",5,Tokopedia
gak Ada layanan Codnya gimana mau pesen jangan persulit rakyat kecil tolong d perbaekin lagi sistem codny dibuka,1,Tokopedia
"status barang sudah sampai tapi saya tidak menerima barang nya, Tokopedia gimana sih ....bahkan pihak andmin menolak pengajuan saya.....pihak Tokopedia tidak mau memberikan kompensasi atas hilangnya barang.....",1,Tokopedia
notif iklan dan promo dr toko gak jelas sangat mengganggu dan tidak bisa di disable,4,Tokopedia
mantap,5,Tokopedia
"aplikasi nya bagus, tapi yang sering bermasalah di penjualnya kadang di profil barang ada giliran sudah di bayar stok barangnya kosong",4,Tokopedia
"toko ""Monake Professional Store"" menipu proses return barang yg tidak sesuai pesanan, tokopedia tidak menyediakan fitur yg membantu mengatasi toko nakal ini, sementara saya kasih rating 1 sampai ada solusi dari tokopedia",5,Tokopedia
sangat bagus,5,Tokopedia
bagus,5,Tokopedia
mantap,5,Tokopedia
sangat baik,5,Tokopedia
"Lancar terus, selalu update",4,Tokopedia
"estimasi terlama pesanan saya tiba tanggal 9 des 25 dan sampai tanggal 17 des 25, Tokopedia care tidak mengabarkan apapun kalau tidak saya chat duluan. tetiba PERTANGGAL 15 DES, ada notif bahwa barang TIBA DI TUJUAN. DASAR PEMBOHONG!!!!!!! SAYA CUMA DISURUH MENUNGGU. SAMPAI KAPAN ????!!!!!!!!!!!!!",1,Tokopedia
"ada gile2nya lu, baru juga mau bikin toko udah di nonaktifkan aje. gimane mau jualan? ribet bgt aplikasinya ga kayak yag sebelah.",1,Tokopedia
"skrg sdh cepat tapi mohon kembalikan menu home seperti dulu tanpa video otomatis, jika ingin nonton video kan sdh ada feed",3,Tokopedia
baik terimakasih,5,Tokopedia
bagus,5,Tokopedia
mantap,5,Tokopedia
"mending kalian pake aplikasi lain, aplikasi ini gaguna, masak barang yang dikirim kurang tapi gabisa mengajukan pengembalian, cs pun cuma mengandalkan Ai, pokoknya aplikasi paling sampah ya Tokopedia, demi Allah nyesel saya belanja disini buang2 duit. dan satu lagi jangan belanja di akun DUNIA SHOP karna itu penipuan Penting untuk kalian tau agar ga rugi kayak saya!!",1,Tokopedia
sangat bagus sekali saya suka belanja d sini,5,Tokopedia
"pembaruan mulu,notif selalu lambat,pembaruan teruusssssssssss..parah woiy...",2,Tokopedia
"semenjak gabung sama tiktok dan bukan Indonesia lagi petingginya pelayanannya busuk banget. chat CS yang bales AI mana gak nyambung setidaknya dulu meskipun lama tapi manusia asli jadi ya problem bisa terselesaikan, itulah beda nya AI Ama manusia sebodoh-bodohnya manusia masih bisa mikir. trus sekarang gak bisa komplain lagi, kalopun komplain diarahin ke FAq yang tidak update itu",1,Tokopedia
Tokopedia melindungi penipu. sudah diberi bukti gambar dari penjual tapi tetap. Tokopedia tidak peduli padahal yg membuka segel adalah penjual. gimana kami melampirkan bukti tanpa segel. yg dikirim pun bukan yg ditawarkan/nipu dan barang rusak tetapi Tokopedia tetap tidak peduli mungkin ditokopedia banyak penipu yg dilindungi Tokopedia.,1,Tokopedia
"mending ke toko oren aja, w pertama beli barang disini dibatalin tokonya, dana refund nya gak balik² ya gak seberapa sih cuma 90k cuma penangananya dan sistemnya gak jelas. udah w chat juga berkali² masih disuruh nunggu. mending shoppe 1x24jam gak usah dichat udah beres!",1,Tokopedia
sangat membantu,5,Tokopedia
"gila memang saya g mau barangnya, ttp d krim penjual, saya blg k tokped batalkan aja pengiriman ny sy g mau barang yang lain, e malah ttp d krim, saya ajukan pengembalian langsung ttp sy yg rugi masih ada tagihan yang barang ny SDH d kembalikan , sy g nrima barang tapi saya ttp di tagih",1,Tokopedia
luar biasa BS mudah dan terbantu,5,Tokopedia
top up tap cash kadang suka gk masuk aneh bgt bukan sekali 2 kali tpi di saya berkali kali udah saldo saya untuk top up berkurang tpi di tap cash nya gk masuk dana nya setiap saya complain perihal ini selalu slow respon,1,Tokopedia
Verry 😍,5,Tokopedia
jika kena tipu di aplikasi ini ga ada respon buat pelanggan. ga akan beli disini lagi,1,Tokopedia
mantap,5,Tokopedia
lemootttt,2,Tokopedia
"yang potongannya paling kecil cuma jualan di Tokopedia & gak pernah tipu campaign kayak TOH SLOT TOH DEALS (barang ga kejual, potongan biaya promosi 3jutaan), merging dengan tiktok, potongannya menggila, setelah pergi baru tahu rasanya kehilangan :'(",5,Tokopedia
"katanya diskon 40% buat pengguna baru, pas uda login ga ada diskonnya. dapet diskon 20% tapi itu tetep harga normal barangnya segitu",1,Tokopedia
sangat memuaskan,5,Tokopedia
ok,5,Tokopedia
pengirim estimasinya lambat banhet kyk siput lagi makan habis itu tidak dikirim kirim gal jelas tokped lama kelamaan,2,Tokopedia
"Semakin tidak nyaman posting produk harus terintegrasi ke tiktok shop, butuh 2-5 hari verifikasi data toko sedangkan kita hanya jual sesaat saja proses nya sangat tidak efisien.",1,Tokopedia
bagus,5,Tokopedia
"sangat lelet, loding lama",2,Tokopedia
Tokopedia paling top,5,Tokopedia
aplikasi yang it the best..👍🏻👍🏻👍🏻😁,5,Tokopedia
tokopedia memang mantap,5,Tokopedia
terbaik 👌,5,Tokopedia
"akun gak bisa di login, 3 akun tidak bisa login😔",1,Tokopedia
minim promo. makanya sepi . efeknya penjual jarang respon di sini ujung ujungnya cancel,2,Tokopedia
terimakasih,5,Tokopedia
oke,5,Tokopedia
"Makin kesini makin berat, banyak bug pula, buka dekskripsi produk aja kaga kebuka-buka (LOLA), Bahkan chat penjual dari halaman produk aja gabisa, padahal internet lancar, HP gak kentang. Mau beli aja ribet bikin males.",1,Tokopedia
sangat membantu,5,Tokopedia
"Toped yes, tiktok no",3,Tokopedia
LAPORAN PENGIRIMAN GAGAL TERUS.. PADAHAL ALAMAT DAN NO HP SAYA TERTERA JELAS.. KURIR TIDAK PERNAH MEMBALAS CHAT SAMA SEKALI. TOKO PENJUAL JUGA MELEMPAR TGG JWB KE BAG PENGIRIM AN.. JELEK SEKALI PELAYANAN NYA..,1,Tokopedia
"bolak balik install aplikasi, hubungi Tokopedia care, tidak ada respon sama sekali. dan tetap saja tidak bisa login..!?",1,Tokopedia
"parah ini aplikasi bertahun2 gua belanja di sini, sekali nya refund barang duit gua ga balik, penjual bikin SOP pengembalian barang se enak jidat, jelas jelas barang udah di balikin, duit gua ga balik, udah gak mau gua belanja di aplikasi ini lagi, penipuan barangg sudah di kembalikan duit gua gga balik, yg lain apus ajah aplikasi ini mending pindah ajah aplikasi olshop lain,",1,Tokopedia
memuaskan banget,5,Tokopedia
apk terbaik,5,Tokopedia
suka eror🙏🙏🙏,1,Tokopedia
"beli pertama normal, begitu ada diskon langsung hilang diskonnya pas co",1,Tokopedia
"sinyalnya kenceng, alasannya error terus",5,Tokopedia
sangat puas,3,Tokopedia
bagus,5,Tokopedia
harga terjangkau,5,Tokopedia
"Aplikasi Olshop terburuk, abis nyari produk trus klik kembali malah balik ke pilihan atas. Padahal dah scoll nyampe jauh ke bawah. Aplikasi sampah.",1,Tokopedia
Aplikasinya Looadingnya luamaa...sering error..gaNgguan dirumah tokped lah..dll,2,Tokopedia
kasih promo sendiri tapi waktu mau bayar lah kok harga normal aplikasi cacat,1,Tokopedia
sangat membantu.layanan online nya,5,Tokopedia
"CS tidak memberikan solusi thd permasalahan. Mendapat harga promo tp penjual tidak memproses pesanan, di chat malah menyarankan utk membatalkan pesanan dan melakukan pembelian kembali dg harga yg jauh lebih mahal. Pihak Toped pun tdk tegas thd penjual seperti ini dan cenderung tdk dpt membantu pembeli. Cape batin jadinya.",1,Tokopedia
makin kesini bunga nya ngeri cok tolong turunin lagi dong suku bunganya kka.,2,Tokopedia
mantab,5,Tokopedia
*KEREN..👍,5,Tokopedia
sangat membantu lebih banyak lagi promo nya kak,5,Tokopedia
CASHBACK DARI PEMBELIAN DISEBUT BONUS TETAPI BONUSNYA TIDAK BISA DIPAKAI PENUH. 66800. HANYA BISA DIPAKAI 1400. MASA AKTIF BONUS 3 BULAN. KEBOHONGAN APALAGI YANG KALIAN BUAT HI TOKOPEDIA????,1,Tokopedia
hapuskan biaya admin pengisian saldo e-money,5,Tokopedia
"akun saya di nonaktifkan, saya sudah chat tokopediacare dari 3 hari lalu sampe sekarang gada yg bales, tolong lah tanggung jawabnya pihak tokopedia",1,Tokopedia
"maaf untuk sekarang saya kasih bintang 3, tokopedia sekarang entah kenapa jadi super lemot mot banget tiap buka aplikasi bnyak gmbar yg tdk bs terbuka ga kaya dulu enteng banget",3,Tokopedia
ok,5,Tokopedia
update mulu,4,Tokopedia
okeh,5,Tokopedia
sangat membantu dan mantap,5,Tokopedia
Aplikasi nya makin tidak jelas.,1,Tokopedia
sya kecewa sekali kepada tokopedia yang meloloskan penipu untuk berjualan.... dan kenapa tidak laporkan saja ke polisi... Nama Toko penipunya adalah PRABUSTORE123,1,Tokopedia
udah ribuan kali klit TDK tertarik dn TDK ingin di rekomendasikan ttp aja ada produk yg TDK d sukai,1,Tokopedia
"Uang saya diambil tokopedia. Saya transaksi mau bayar gopaylater dari aplikasi tokopedia pada tgl 1 Desember sebesar 1.459.101 tp invoice transaksi tidak ada, dan sampai sekarang uang saya diambil mereka tanpa ada kejelasan,. bolak balik hubungi cs, lempar sana sini.",1,Tokopedia
good job,5,Tokopedia
Ga niat dipakai orang ini aplikasi. masa mau beli mau dibayar lah diskonnya hilang. Aneh,1,Tokopedia
"Kenapa semakin kesini, semakin menjiplak aplikasi toko oren. saya tidak suka aplikasi toko oren karena ada pop up mini video yang mengganggu, eh malah ditiru.. 🤦‍♂️💢",1,Tokopedia
ok,4,Tokopedia
"harga barang nya mahal mahal ya mana ongkir juga mahal barang tidak cukup satu kilo ongkir nya sampai 45 mahal nya parah dari beli online saya kira murah tau malah mahal dari pada toko toko yg ada di koto saya menyalah mahal nya🤣🤣mana kita bayar kurir lagi klau paket di angtar ke alamat kami apa tidak menyala mahal nya Biaya ongkir nya ko, tidak bisa cod ya",3,Tokopedia
sugan bener nyata 😁,5,Tokopedia
good,5,Tokopedia
belanja di sini bisa beli ipod apalagi murah yang lagian guncang satu satu,5,Tokopedia
👍🏽,4,Tokopedia
bangke lah jaringan eror jaringan eror. padahal pake aplikasi lain aja lancar. benerin tuh,1,Tokopedia
"jika transaksi kalian dengan seller bermasalah marketplace bisa menengahi masalah tersebut. TAPI BAGAIMANA JIKA MARKETPLACE NYA YANG BERMASALAH?? NILAI TRANSAKSI JUTAAN, GAK DI TERUSKAN KE PENJUAL, JUSTRU DI MANIPULASI, DI SABOTASE, DAN DANA NYA DI AMBIL PIHAK MARKETPLACE??? LALU BAGAIMANA DAN KEMANA KALIAN MENGADU. WASSALAM, IKHLASKAN. BEGITULAH KIRA2 TOKOPEDIA. MALING DAN PENIPU. BERHENTI TRANSAKSI LEWAT TOKOPEDIA ATAU KALIAN AKAN JADI KORBAN BERIKUTNYA ❗❗",1,Tokopedia
Tokopedia sudah bagus.. cuman alangkah baik nya fitur paylater nya bisa digunakan untuk pembelian pulsa dan paket data..jika itu bisa dilaksanakan . Tokopedia udah mantap..semoga bisa di wujudkan pihak Tokopedia nya,5,Tokopedia
bagus & mudah di pergunakan,4,Tokopedia
Mantap,5,Tokopedia
"update terbaru jelek disuruh update ulang alamat,tapi pas mau di update lokasi tidak terdeteksi😡 padahal ini aplikasi tokped favoritQ smua barang elektronik beli di tokped karna aman tapi knapa jadi kayak gini setelah update",1,Tokopedia
"ini saran saja untuk toko pedia layanan dan teknologi nya ketinggalan jaman kalah bersaing dengan platform lain yang memperhatikan perkembangan zaman, harga nya juga lebih mahal.",2,Tokopedia
gratis ongkirnya gak jelas gak kayak di toko oren,1,Tokopedia
"jangan beli apa² di Tokopedia, gw kena scam 3 juta....ga ada tanggapan sama sekali dari pihak Tokopedia smpe akun gw kena hack sma penjualnya",1,Tokopedia
"aplikasi busuk sering bug, menu chat lenjual maceet2, aduan komplain pesanan lambat tdk ada respon, hapus....!!!!",1,Tokopedia
paket tidak datang sama sekali,1,Tokopedia
dikit2 update kalo di update diskonnya gede mah gpp,5,Tokopedia
"main tahan saldo aja, parah cokk🔥",1,Tokopedia
kebanyakan notifikasi yg ga jelas hampir tiap per Setengah jam selalu ada jadi penuh sama notif dri tokped,1,Tokopedia
baru coba bagus ap gk...aplikasinya,4,Tokopedia
"pesanan saya di batalkan ,saya bayar pakai gopay ,tapi suda 3 hari uang saya tidak balik lagi bagai mana ini ,di chat ke admin jawaban nya mohon di tunggu 2 - 3 menit tapi gak ada jawaban selama menunggu ,tolong dong jangan memper sulit. padahal saya selalu belanja di on line disini",1,Tokopedia
Skrng tidak memuaskan dlm pengiriman barang pkknya kecewa,5,Tokopedia
sangat membantu,5,Tokopedia
tambah lelet.. update aplikasi,1,Tokopedia
"secara fitur dan tampilan suka sekali, cuma kurang promo diskon dibanding si orange",4,Tokopedia
Skrng tokopedia ga bagus.  Kurang dari tetangga sebelah yg apa2 ny mudah,5,Tokopedia
"kecewaa berat belanja disini, sudah pesan barang di jauh2 hari, terus 4hari kemudian pihak toko chat suruh batalkan pesanan dengan alasan stok habis, kecewa kecewa lebih baik belanja di shopee",1,Tokopedia
Untuk team IT...ini kenapa aplikasi nya jadi semakin lemot yah...bahkan dijaringan 5G,1,Tokopedia
"order tgl 15 , 10pagi pengiriman via sameday. hinggal tgl 16 paket blm dikirim jg... sameday gimmick suruh gantj nama jgn anteraja, tp entaraja..",1,Tokopedia
"sungguh aneh , cuma ngecek voucher & masih panjang , 5 menit kemudia mau checkout voucher hilang sendiri , padahal belum dipake , sungguh platform paling aneh",1,Tokopedia
pokok nya tokopedia top 👍👍,5,Tokopedia
"Tokopedia banyak masalah, setiap lapor di Tokopedia care hanya disuruh menunggu dan masalah tetap tidak selesai. Jawaban selalu template saja, sangat tidak membantu dan memudahkan pembeli.",1,Tokopedia
lebih sederhana dan murah,4,Tokopedia
buruk,1,Tokopedia
"Respon lambat, barang selalu jelek g datang mending shoope",1,Tokopedia
"mau buang duit aja, musti update terus.",3,Tokopedia
"saking rumitnya aplikasi sampai ada kursus dan akademinya,harap dipersimple..hapus menu yg kurg dipakai dan tingkatkan pelayanan servis center chat bergambar biar jelas kelihan dengan disertai SS",5,Tokopedia
"setiap ada update aplikasi, bukannya mempermudah malah mempersulit",1,Tokopedia
"pelayanan sangat buruk tidak ada call center yang bisa dihubungi, chat live tidak pernah menyelesaikan masalah hati-hati bagi yang bertransaksi jika ada kendala sangat sulit pelayanannya, saldo refund juga tidak cair dalam waktu yang sudah melebihi batas sudah banyak komentar di instagram saldo yang tidak masuk, saldo bonus tidak bisa dipakai banyak nipunya",1,Tokopedia
pengirim ya lambat saya sudah menunggu paket dari Jumat kemarin dan hari Selasa belum Dateng saya trauma dengan aplikasi tik tok shop,1,Tokopedia
bintang 2 sulu kalo aplikasinya bagus tidak mengecewakan penjual amanah baru 5 bintang,2,Tokopedia
mantap,5,Tokopedia
bener-bener ya ni tokopedia. gembar gembor bisa kasih diskon murah dll tapi nyatanya patner kurirnya yang ecek2 alias sering banget keterlambatan dan jauh dari target estimasi. kalo cuma mau untung dengan kerjasama dengan logistik asal2an ga gini juga lahh,1,Tokopedia
coba dulu sempat kecewa..,4,Tokopedia
biaya onkos terlalu mahal,3,Tokopedia
"dulu belanja di aplikasi sangat nyaman, tapi sekarang asliii makin gak nyaman.. mau pindahkan duit2 sendiri dari saldo Tokopedia harus nunggu maksimal 1x24 jam dan saat saya tulis ulasan ini sdh 15jam dana blm masuk/status hold.. hub cs cuma ngobrol sama robot doang! maksudnya apa sih nih!? dulu gak parah gini lho, cuman hitungan menit udah masuk... belum lagi biaya admin gede dan aplikasi semakin lemot banget, itu notifikasi inbox muncul terus padahal sudah dibaca semua! mengganggu!.. payah!!",2,Tokopedia
